,PMID,PMCID,MappedPublisher,Journal_Title,Article_Title,COST
455,,PMC3787750,Elsevier Publishing company,BBA - Molecular Basis of Disease,"Mutations in mitcochondrial ribosomal protein MRPL12 leads to growth retardation, neurological deterioration and mitochondrial translation deficiency",£2366.57
456,,PMC3051108,Elsevier Publishing company,Behavior Research and Therapy,Clarifying boundaries of binge eating diorder and pyschiatric comorbidity: a latent sturcture analysis,£2212.09
457,,PMC3112491,Elsevier Publishing company,Behavior Research and Therapy,"Therapist competence, therapy quality and therapist training",£2335.37
458,,PMC3662031,Elsevier Publishing company,Behaviour Research and Therapy,Enhanced cognitive behaviour therapy for adolescents with anorexia nervosa,£2269.53
459,,PMC3662032,Elsevier Publishing company,Behaviour Research and Therapy,Enhanced cognitive behaviour therapy for adolescents with anorexia nervosa: an alternative to family therapy?,£2269.53
460,,PMC3590452,Elsevier Publishing company,Behavioural Brain Research,The telomeric part of the human chromosome 21 from Cstb to Prmt2 is not necessary for the locomotor and short-term memory deficits observed in the Tc1 mouse model of Down syndrome,£2298.35
461,,PMC3759847,Elsevier Publishing company,Biochemical and Biophysical Research Communications,Differential COX-2 induction by viral and bacterial PAMPs: consequences for cytokine and interferon responses and implications for anti-viral COX-2 directed therapies,£1475.40
462,22326920,PMC3480643,Elsevier Publishing company,Biochemical and Biophysical Research Communications,"Biochemical characterization of recombinant Candida albicans mannosyltransferases Mnt1, Mnt2 and Mnt5 reveals functions in O- and N-mannan biosynthesis",£2246.40
463,,PMC3694296,Elsevier Publishing company,Biochemical Pharmacology,11?-Hydroxysteroid dehydrogenase type 1 contributes to the balance between 7-keto- and 7-hydroxy-oxysterols in vivo,£2961.92
464,23459248,,Elsevier Publishing company,Biochimica et Bioohysica Acta - Gene Regulatory Mechanisms,The social fabric of the RNA degradosome,£2476.42
465,23085491,PMC3714738,Elsevier Publishing company,Biochimica et Bioohysica Acta - Molecular Basis of Disease,The hereditary spastic paraplegia protein strumpellin: characterisation in neurons and of the effect of disease mutations on WASH complex assembly and function,£2307.23
466,,PMC3793867,Elsevier Publishing company,Biochimica et Biophysica Acta - Molecular Basis of Disease,Serotonin paracrine signalling in tissue fibrosis,£2370.96
467,,,Elsevier Publishing company,Biochimica et Biophysica Acta (BBA) - Molecular Cell Research,Mitophagy and Parkinson's disease: the PINK1-parkin link,£2415.37
468,,PMC3585959,Elsevier Publishing company,Biochimie,11?-Hydroxysteroid dehydrogenase type 1 contributes to the regulation of 7-oxysterol levels in the arterial wall through the inter-conversion of 7-ketocholesterol and 7?-hydroxycholesterol.,£2315.48
469,,PMC3314969,Elsevier Publishing company,Biological Psychiatry,COMT Val158Met Genotyp Determines the Direction of Cognitive Effects Produced by Catechol-O-Methyltrasferse Inhibition,£2142.93
470,23245760,,Elsevier Publishing company,Biological Psychiatry,Neural and behavioural aspects of a novel mu opeid receptor antagonist in binge-eating obese people,£2330.13
471,23452663,,Elsevier Publishing company,Biological Psychiatry,Counterfactual processing of economic action-outcome alternatives in obsessive-compulsive disorder: further evidence of impaired goal-directed behaviour,£2429.17
472,23510580,,Elsevier Publishing company,Biological Psychiatry,Enhanced avoidance habit learning in obsessive-compulsive disorder,£2469.95
473,,PMC3580283,Elsevier Publishing company,BIOLOGICAL PSYCHOLOGY,"The catechol-O-methyltransferase gene (COMT) and cognitive function from childhood through adolescence
",£2435.38
474,,PMC3520009,Elsevier Publishing company,Biomaterials,"Incorporation of Paramagnetic, Fluorescent and PET/SPECT Contrast Agents into Liposomes for Multimodal Imaging",£2329.03
475,,PMC3605579,Elsevier Publishing company,Biomaterials,The Effect of Microgrooved Culture Substrates on Calcium Cycling of Cardiac Myocytes Derived from Human Induced Pluripotent Stem Cells,£2466.39
476,,PMC3677098,Elsevier Publishing company,Biosystems,Information coding in vasopressin neurons-The role of asynchronous bistable burst firing.,£2863.73
477,3526774,,Elsevier Publishing company,Bone,The High Bone Mass phenotype is characterised by a combined cortical and trabecular bone phenotype: findings from a pQCT case-control study,£2295.39
478,3607215,,Elsevier Publishing company,Bone,Male mice housed in groups engage in frequent fighting and show a lower response to additional bone loading than females or individually housed males that do not fight,£2328.43
479,,PMC3590448,Elsevier Publishing company,Bone,Therapeutic Impact of Low Amplitude High Frequency Whole Body Vibrations on the Osteogenesis Imperfecta Mouse Bone,£2451.81
480,,PMC3549493,Elsevier Publishing company,Brain and Cognition,An fMRI Investigation of Posttraumatic Flashbacks,£2345.19
481,,PMC3661989,Elsevier Publishing company,Brain and Cognition,Exploring the role of space-defining objects in constructing and maintaining imagined scenes,£2457.25
482,,PMC3730055,Elsevier Publishing company,Brain and Language,Dissociating frontal regions that co-lateralize with different ventral occipitotemporal regions during word processing,£1456.18
483,,PMC3639368,Elsevier Publishing company,Brain and Language,Current themes in neuroimaging studies of Reading,£2498.61
484,,,Elsevier Publishing company,Brain Research,Fibronectin supports neurite outgrowth and axonal regeneration of adult brain neurons in vitro,£2272.21
485,23246923,PMC3573228,Elsevier Publishing company,Brain Research,Electrophysiological evidence for a neural substrate of morphological rule,£2539.89
486,,PMC3644682,Elsevier Publishing company,Cancer Letters,Snail2 promotes osteosarcoma cell motility through remodelling of the actin cytoskeleton and regulates tumor development,£2515.57
487,,PMC3732391,Elsevier Publishing company,Cell,Genome sequencing reveals loci under artificial selection that underlie disease phenotypes in the laboratory rat,£1366.08
488,,PMC3420011,Elsevier Publishing company,Cell,"Small-molecule inhibition of BRDT for male contraception, Cell, Elsevier",£3208.69
489,,PMC3326523,Elsevier Publishing company,Cell,Histone recognition and large-scale structural analysis of the human bromodomain family.,£3948.42
490,,PMC3650559,Elsevier Publishing company,Cell,Mapping the human miRNA interactome by CLASH reveals frequent non-canonical binding,£4163.88
491,,PMC3464430,Elsevier Publishing company,Cell,piRNAs can trigger a multigenerational epigeneitc memory in the gernline of C. elegans,£999999.00
492,19324410,,Elsevier Publishing company,Cell Calcium,TRPchannel lipid specificity and mechanisms of lipid regulation,£2363.14
493,,PMC3510437,Elsevier Publishing company,Cell Host and Microbe,The Salmonella kinase SteC targets MEK to regulate the host actin cytoskeleton,£3838.88
494,,PMC3661979,Elsevier Publishing company,Cell Journal,Exit from Pluripotency is Gated by Intracellular Redistribution of the bHLH transcription factor Tfe3,£4041.05
495,,PMC3791399,Elsevier Publishing company,Cell Metabolism,AMP Is a True Physiological Regulator of AMP-Activated Protein Kinase by Both Allosteric Activation and Enhancing Net Phosphorylation,£3783.81
496,3690479,,Elsevier Publishing company,Cell Metabolism,Dynamic Adipocyte Phosphoproteome Reveals Akt Directly Regulates mTORC2,£3904.46
497,23041313,,Elsevier Publishing company,Cell Reports,Developmental plasticity inbound by pluripotency and the FUF2Wnt signalling pathways,£3100.01
498,,PMC3607255,Elsevier Publishing company,Cell Reports,Asymmetric localizatoin of Cdx2mRNA during the first cell fate decision in early mouse development,£3836.32
499,,PMC3629568,Elsevier Publishing company,Cell Stem Cell,Short telomeres in ESCs lead to unstable differentiation,£3352.04
500,23040481,PMC3510442,Elsevier Publishing company,Cell Stem Cell,Signalling from the sympathetic nervous system regulates hematopoietic stem cell emergence during embryogenesis,£3716.09
501,23022959,PMC3715701,Elsevier Publishing company,Cellular Signalling,Functional roles for myosin 1c in cellular signalling pathways,£2267.26
502,,PMC3590450,Elsevier Publishing company,Cellular Signalling,Analysis of substrate specificity and cyclin Y binding of PCTAIRE-1 kinase.,£2400.93
503,,PMC3650558,Elsevier Publishing company,Chemsitry & Biology,A Yeast Chemical Genetic Screen Identifies Inhibitors of Human Telomerase,£2184.22
504,,PMC3694302,Elsevier Publishing company,Clinical Neurology and Neurosurgery,Next generation sequencing for neurological diseases: New hope or new hype?,£2455.82
505,,PMC3477630,Elsevier Publishing company,Clinical Radiology,Chest radiographic patterns in 75 adolescents with vertically acquired HIV infection.,£2262.30
506,,,Elsevier Publishing company,Cognition,Belief-based action prediction in preverbal infants,£1473.92
507,,,Elsevier Publishing company,Cognitive Development,Developmental changes in effects of risk and valence on adolescent decision-making,£1439.45
508,,PMC3719211,Elsevier Publishing company,Consciousness & Cognition,The development of metacognitive ability in adolescence,£2386.47
509,23773550,PMC3807794,Elsevier Publishing company,Consciousness and Cognition,Do infants provide evidence that the mirror system is involv,£1319.74
510,23143153,PMC3566545,Elsevier Publishing company,Consciousness and Cognition,Exploring implicit and explicit aspects of sense of agency,£2330.13
511,,,Elsevier Publishing company,Cortex,Assessing the mechanism of response in the retrosplenial cortex of good and poor navigators,£1758.99
512,3664921,,Elsevier Publishing company,Cortex,"Working, declarative and procedural memory in specific language impairment",£2058.64
513,,,Elsevier Publishing company,Cortex,Available processing resources influence encoding-related brain activity before an event,£2345.19
514,,,Elsevier Publishing company,Cortex,The hippocampus extrapolates beyond the view in scenes: an fMRI study of boundary extension,£2351.06
515,,,Elsevier Publishing company,Cortex,Sight and sound out of synch: Fragmentation and renormalisation of audiovisual integration and subjective timing,£2420.79
516,23103187,PMC3502867,Elsevier Publishing company,Current Biology,Substrate-borne vibratory communication during courtship in Drosophila melanogaster,£3213.28
517,,PMC3396843,Elsevier Publishing company,Current Biology,Neural circuitry underlying Drosophila female post-mating behavioural responses,£3635.15
518,3502862,,Elsevier Publishing company,CURRENT BIOLOGY,BLOC-3 MUTATED IN HERMANSKY-PUDLAK SYNDROM IS A RAB32/38 GUANINE NUCLEOTIDE EXCHANGE FACTOR,£3798.93
519,22902756,PMC3485558,Elsevier Publishing company,Current Biology,Distinct and overlapping roles for AP-1 and GGAs revealed by the 'knocksideways' system,£3830.32
520,3525857,,Elsevier Publishing company,Current Biology,NAADP activates two-pore channels on T cell cytolytic granules to stimulate exocytosis and killing,£3857.16
521,,PMC3510434,Elsevier Publishing company,Current Biology,Brain structure links loneliness to social perception,£3879.05
522,,PMC3580286,Elsevier Publishing company,Current Biology,Vinculin regulates the recruitment and release of core focal adhesion proteins in a force-dependent manner,£3883.86
